week,date,away,away_score,home,home_score,neutral,away_state,home_state
2,2026-08-28,Perry (Massillon),41,St Vincent-St Mary (Akron),0,0,,
2,2026-08-28,Perry (Perry),45,Kenston (Chagrin Falls),12,0,,
2,2026-08-28,Philo (Duncan Falls),14,New Lexington (New Lexington),36,0,,
2,2026-08-28,Pickerington Central (Pickerington),0,Bishop Watterson (Columbus),28,0,,
2,2026-08-28,Piketon (Piketon),43,Wellston (Wellston),8,0,,
2,2026-08-28,Portsmouth West (West Portsmouth),42,Portsmouth (Portsmouth),0,0,,
2,2026-08-28,Preble Shawnee (Camden),8,Ansonia (Ansonia),40,0,,
2,2026-08-28,Princeton (Cincinnati),28,Middletown (Middletown),7,0,,
2,2026-08-28,Purcell Marian (Cincinnati),8,Wyoming (Cincinnati),48,0,,
2,2026-08-28,Reading (Reading),0,Northwest (Cincinnati),32,0,,
2,2026-08-28,Reynoldsburg (Reynoldsburg),42,Dublin Jerome (Dublin),31,0,,
2,2026-08-28,Rhodes (Cleveland),26,Lakewood (Lakewood),27,0,,
2,2026-08-28,Richmond Heights (Richmond Heights),8,Wickliffe (Wickliffe),28,0,,
2,2026-08-28,Ridgedale (Morral),6,Elgin (Marion),54,0,,
2,2026-08-28,River (Hannibal),40,Buckeye Local (Rayland),8,0,,
2,2026-08-28,Riverside (De Graff),47,Northeastern (South Vienna),21,0,,
2,2026-08-28,River Valley (Caledonia),12,Madison Comprehensive (Mansfield),41,0,,
2,2026-08-28,Rock Hill (Ironton),36,Boyd County (Ashland),39,0,,KY
2,2026-08-28,Roger Bacon (St Bernard),41,Western Hills (Cincinnati),28,0,,
2,2026-08-28,Rootstown (Rootstown),14,Independence (Independence),31,0,,
2,2026-08-28,Rossford (Rossford),21,Waite (Toledo),28,0,,
2,2026-08-28,St Ignatius (Cleveland),24,Pickerington North (Pickerington),21,0,,
2,2026-08-28,St Mary Central Catholic (Sandusky),47,Adrian Lenawee Christian (Adrian),14,0,,MI
2,2026-08-28,St Xavier (Cincinnati),35,Wayne (Huber Heights),7,0,,
2,2026-08-28,Sandusky (Sandusky),6,Fremont Ross (Fremont),51,0,,
2,2026-08-28,Sandy Valley (Magnolia),7,Norton (Norton),41,0,,
2,2026-08-28,Shaker Heights (Shaker Heights),9,Solon (Solon),19,0,,
2,2026-08-28,Shaw (East Cleveland),16,Ridgewood (West Lafayette),34,0,,
2,2026-08-28,Shawnee (Springfield),6,Brookville (Brookville),38,0,,
2,2026-08-28,Shelby (Shelby),48,Lexington (Lexington),6,0,,
2,2026-08-28,Shenandoah (Sarahsville),49,Bridgeport (Bridgeport),18,0,,
2,2026-08-28,Canton South (Canton),7,Cuyahoga Valley Christian Academy (Cuyahoga Falls),49,0,,
2,2026-08-28,South (Columbus),29,Centennial (Columbus),0,0,,
2,2026-08-28,South (Willoughby),34,Kent Roosevelt (Kent),13,0,,
2,2026-08-28,Southeast (Ravenna),14,Grand Valley (Orwell),28,0,,
2,2026-08-28,Southern (Racine),0,South Point (South Point),38,0,,
2,2026-08-28,Southern (Salineville),0,Shadyside (Shadyside),49,0,,
2,2026-08-28,South Range (Canfield),49,Jeannette (Jeannette),21,0,,PA
2,2026-08-28,Spencerville (Spencerville),0,Wayne Trace (Haviland),55,0,,
2,2026-08-28,Springboro (Springboro),7,Gahanna Lincoln (Gahanna),24,0,,
2,2026-08-28,Springfield (Springfield),0,Walsh Jesuit (Cuyahoga Falls),1,0,,
2,2026-08-28,Start (Toledo),6,Clyde (Clyde),33,0,,
2,2026-08-28,Stebbins (Riverside),28,Butler (Vandalia),42,0,,
2,2026-08-28,Struthers (Struthers),6,John F Kennedy (Warren),18,0,,
2,2026-08-28,Summit Country Day (Cincinnati),17,Clark Montessori (Cincinnati),8,0,,
2,2026-08-28,Sylvania Northview (Sylvania),7,Springfield (Holland),41,0,,
2,2026-08-28,Taft (Cincinnati),6,Villa Angela-St Joseph (Cleveland),47,0,,
2,2026-08-28,Tallmadge (Tallmadge),7,Green (Uniontown),28,0,,
2,2026-08-28,Teays Valley (Ashville),35,Bloom-Carroll (Carroll),14,0,,
2,2026-08-28,Tippecanoe (Tipp City),49,Piqua (Piqua),0,0,,
2,2026-08-28,Toronto (Toronto),27,Newcomerstown (Newcomerstown),20,0,,
2,2026-08-28,Triad (North Lewisburg),14,Pleasant (Marion),51,0,,
2,2026-08-28,Trimble (Glouster),42,Fairfield Christian Academy (Lancaster),0,0,,
2,2026-08-28,Triway (Wooster),38,Norwayne (Creston),13,0,,
2,2026-08-28,Troy (Troy),10,Xenia (Xenia),6,0,,
2,2026-08-28,Troy Christian (Troy),42,Catholic Central (Springfield),0,0,,
2,2026-08-28,Tuscarawas Central Catholic (New Philadelphia),22,Fisher Catholic (Lancaster),28,0,,
2,2026-08-28,Tuslaw (Massillon),14,Chippewa (Doylestown),13,0,,
2,2026-08-28,Tri-County North (Lewisburg),12,Arcanum (Arcanum),43,0,,
2,2026-08-28,Union Local (Belmont),40,St Clairsville (St Clairsville),21,0,,
2,2026-08-28,University School (Hunting Valley),35,Bay (Bay Village),14,0,,
2,2026-08-28,Urbana (Urbana),35,Mechanicsburg (Mechanicsburg),12,0,,
2,2026-08-28,Ursuline (Youngstown),43,Louisville (Louisville),10,0,,
2,2026-08-28,Valley (Lucasville),30,Liberty Union (Baltimore),24,0,,
2,2026-08-28,Vanlue (Vanlue),12,Leetonia (Leetonia),42,0,,
2,2026-08-28,Versailles (Versailles),20,Cincinnati Hills Christian Academy (Cincinnati),10,0,,
2,2026-08-28,Vinton County (McArthur),60,Paint Valley (Bainbridge),33,0,,
2,2026-08-28,Wadsworth (Wadsworth),33,Hilliard Davidson (Hilliard),8,0,,
2,2026-08-28,Walnut Ridge (Columbus),6,St Francis DeSales (Columbus),41,0,,
2,2026-08-28,Wapakoneta (Wapakoneta),6,Celina (Celina),7,0,,
2,2026-08-28,Massillon Washington (Massillon),54,GlenOak (Canton),7,0,,
2,2026-08-28,Waterford (Waterford),15,Caldwell (Caldwell),8,0,,
2,2026-08-28,Waterloo (Atwater),38,Beachwood (Beachwood),44,0,,
2,2026-08-28,Watkins Memorial (Pataskala),14,Sheridan (Thornville),21,0,,
2,2026-08-28,Waynedale (Apple Creek),6,Fairless (Brewster),48,0,,
2,2026-08-28,Waynesfield-Goshen (Waynesfield),0,North Union (Richwood),48,0,,
2,2026-08-28,Waynesville (Waynesville),28,Greeneview (Jamestown),14,0,,
2,2026-08-28,Wellington (Wellington),22,Mapleton (Ashland),40,0,,
2,2026-08-28,Wellsville (Wellsville),8,St Thomas Aquinas (Louisville),19,0,,
2,2026-08-28,West (Columbus),12,Central Crossing (Grove City),3,0,,
2,2026-08-28,West Branch (Beloit),35,New Philadelphia (New Philadelphia),7,0,,
2,2026-08-28,Western Brown (Mount Orab),27,Simon Kenton (Independence),34,0,,KY
2,2026-08-28,Westerville Central (Westerville),17,Westerville South (Westerville),0,0,,
2,2026-08-28,Westfall (Williamsport),20,Logan Elm (Circleville),54,0,,
2,2026-08-28,West Geauga (Chesterland),7,Notre Dame-Cathedral Latin (Chardon),0,0,,
2,2026-08-28,West Jefferson (West Jefferson),14,Newark Catholic (Newark),16,0,,
2,2026-08-28,West Muskingum (Zanesville),20,Fort Frye (Beverly),42,0,,
2,2026-08-28,Wheelersburg (Wheelersburg),18,Chillicothe (Chillicothe),26,0,,
2,2026-08-28,Whetstone (Columbus),0,Grandview Heights (Columbus),53,0,,
2,2026-08-28,Whitmer (Toledo),7,Detroit King (Detroit),27,0,,MI
2,2026-08-28,Williamsburg (Williamsburg),34,New Richmond (New Richmond),14,0,,
2,2026-08-28,Withrow (Cincinnati),45,Chaminade Julienne (Dayton),12,0,,
2,2026-08-28,Woodmore (Elmore),49,Toledo Christian (Toledo),6,0,,
2,2026-08-28,Woodward (Toledo),16,Oak Harbor (Oak Harbor),49,0,,
2,2026-08-28,Wooster (Wooster),29,Alliance (Alliance),32,0,,
2,2026-08-28,Thomas Worthington (Worthington),20,Worthington Kilbourne (Columbus),52,0,,
2,2026-08-28,Wynford (Bucyrus),0,East Knox (Howard),34,0,,
2,2026-08-28,Valley Christian School (Youngstown),7,Campbell Memorial (Campbell),14,0,,
2,2026-08-28,Zane Trace (Chillicothe),27,Waverly (Waverly),7,0,,
2,2026-08-28,Brooke (Wellsburg),46,Lincoln County (Hamlin),6,0,WV,WV
2,2026-08-28,John Marshall (Glen Dale),37,Marietta (Marietta),28,0,WV,
2,2026-08-28,Madonna (Weirton),12,East Hardy (Baker),66,0,WV,WV
2,2026-08-28,Ritchie County (Ellenboro),16,Wahama (Mason),57,0,WV,WV
2,2026-08-28,Tygarts Valley,8,Valley (Wetzel) (Pine Grove),20,0,WV,WV
2,2026-08-28,Wheeling Park (Wheeling),28,Parkersburg South (Parkersburg),21,0,WV,WV
2,2026-08-28,Williamstown (Williamstown),42,Ravenswood,7,0,WV,WV
2,2026-08-28,Linsly (Wheeling),14,Girard (Girard),56,0,WV,
2,2026-08-28,Bowling Green (Bowling Green),10,St Xavier (Louisville),39,0,KY,KY
2,2026-08-28,Central (Louisville),14,Belfry (Belfry),28,0,KY,KY
2,2026-08-28,Dixie Heights (Edgewood),13,Badin (Hamilton),42,0,KY,
2,2026-08-28,East Carter,28,Rowan County,21,0,KY,KY
2,2026-08-28,Greenup County (Greenup),22,Russell (Russell),28,0,KY,KY
2,2026-08-28,Holy Cross (Covington),41,Bracken County,6,0,KY,KY
2,2026-08-28,Johnson Central,6,Madison Central,38,0,KY,KY
2,2026-08-28,Lewis County (Vanceburg),28,Morgan County (West Liberty),21,0,KY,KY
2,2026-08-28,Newport (Newport),0,Lloyd Memorial (Erlanger),43,0,KY,KY
2,2026-08-28,Newport Central Catholic,7,Paintsville (Paintsville),22,0,KY,KY
2,2026-08-28,North Laurel,14,Corbin (Corbin),42,0,KY,KY
2,2026-08-28,Pleasure Ridge Park (Louisville),18,Raceland (Raceland),56,0,KY,KY
2,2026-08-28,Somerset (Somerset),42,South Laurel,21,0,KY,KY
2,2026-08-28,Tates Creek,27,Ashland Blazer (Ashland),49,0,KY,KY
2,2026-08-28,Trinity (Louisville),52,Christian Brothers,21,0,KY,MO
2,2026-08-28,West Carter,34,Fairview (Ashland),6,0,KY,KY
2,2026-08-28,Cooper (Union),6,Highlands (Fort Thomas),45,0,KY,KY
2,2026-08-28,Birmingham Groves,13,North Farmington,14,1,MI,MI
2,2026-08-28,Blissfield,48,Erie Mason (Erie),6,0,MI,MI
2,2026-08-28,Goodrich,10,Frankenmuth,7,1,MI,MI
2,2026-08-28,Hudsonville Unity Christian,28,Dearborn Divine Child (Dearborn),56,0,MI,MI
2,2026-08-28,Lumen Christi (Jackson),39,Detroit Edison PSA Early College (Detroit),21,0,MI,MI
2,2026-08-28,Litchfield,38,Plymouth (Plymouth),22,0,MI,
2,2026-08-28,Macomb Dakota,20,Brother Rice (Bloomfield Hills),30,0,MI,MI
2,2026-08-28,Monroe Jefferson,44,Flint Elite (co-op) (Flint),6,1,MI,MI
2,2026-08-28,Monroe St Mary Catholic Central (Monroe),37,Ottawa Lake Whiteford (Ottawa Lake),28,0,MI,MI
2,2026-08-28,Roseville,8,Davison,28,1,MI,MI
2,2026-08-28,South Lyon,16,Clarkston,37,1,MI,MI
2,2026-08-28,Sterling Heights Stevenson,13,Bedford (Temperance),20,0,MI,MI
2,2026-08-28,Detroit East English (Detroit),65,Flint Southwestern Academy,0,1,MI,MI
2,2026-08-28,Southern Huntingdon County,47,Everett (Everett),7,0,PA,PA
2,2026-08-28,Shaler,14,Butler (Butler),17,0,PA,PA
2,2026-08-28,Pine-Richland (Gibsonia),48,Avon (Avon),18,0,PA,
2,2026-08-28,Canevin Catholic,40,University Prep (USO co-op) (Pittsburgh),0,1,PA,PA
2,2026-08-28,Taylor Allderdice (Pittsburgh),24,Fox Chapel,27,0,PA,PA
2,2026-08-28,Brashear (Pittsburgh),0,McKeesport (McKeesport),61,0,PA,PA
2,2026-08-28,Carrick (Pittsburgh),18,Carlynton,20,0,PA,PA
2,2026-08-28,Perry Traditional Academy (Pittsburgh),8,Wheeling Central Catholic (Wheeling),50,0,PA,WV
2,2026-08-28,McDowell (Erie),30,Mentor (Mentor),31,0,PA,
2,2026-08-28,Cathedral Prep (Erie),15,Sharon (Sharon),13,0,PA,PA
2,2026-08-28,Bloomington South (Bloomington),48,Martinsville,14,0,IN,IN
2,2026-08-28,East Central (St Leon),14,New Palestine,6,0,IN,IN
2,2026-08-28,Bishop Dwenger (Fort Wayne),35,St Francis de Sales (Toledo),0,0,IN,
2,2026-08-28,Blackhawk Christian (Fort Wayne),44,Southern Wells,13,0,IN,IN
2,2026-08-28,Greenfield-Central,13,Lawrenceburg (Lawrenceburg),31,0,IN,IN
2,2026-08-28,Cardinal Ritter (Indianapolis),6,Archbishop Alter (Kettering),47,0,IN,
2,2026-08-28,Leo,7,Bishop Chatard (Indianapolis),42,0,IN,IN
2,2026-08-28,Michigan City,0,Detroit Cass Tech (Detroit),62,0,IN,MI
2,2026-08-28,Richmond (Richmond),8,Eaton (Eaton),39,0,IN,
2,2026-08-28,South Dearborn (Aurora),28,Switzerland County,12,0,IN,IN
2,2026-08-28,Southport (Indianapolis),14,Perry Meridian,45,0,IN,IN
2,2026-08-28,Indianapolis Crimson Knights (club),22,Phalen Academy,24,0,IN,IN
2,2026-08-28,Middle Tennessee Christian School (Murfreesboro),7,Grace Christian Academy (Franklin),16,0,TN,TN
2,2026-08-28,Oakland (Murfreesboro),50,Centerville (Centerville),20,0,TN,
2,2026-08-28,Loudoun Sports Academy (Leesburg),12,Baylor (Chattanooga),37,0,VA,TN
2,2026-08-28,Saint Frances Academy (Baltimore),49,DeLand (DeLand),35,0,MD,FL
2,2026-08-28,McDonogh School (Owings Mills),22,Riverdale Baptist (Upper Marlboro),14,0,MD,MD
2,2026-08-28,Archbishop Spalding (Severn),14,DeMatha Catholic (Hyattsville),35,0,MD,MD
2,2026-08-28,Good Counsel (Wheaton),21,Bishop McDevitt (Philadelphia),35,0,MD,PA
2,2026-08-28,St Mary's Ryken (Leonardtown),17,McCallie,67,0,MD,TN
2,2026-08-28,Anacostia (Washington),6,Digital Pioneers Academy (Washington),38,0,DC,DC
2,2026-08-28,Friendship Collegiate (Washington),12,Eagle Academy for Young Men II (Brooklyn),14,0,DC,NY
2,2026-08-28,Gonzaga (Washington),22,Calvert Hall (Towson),21,0,DC,MD
2,2026-08-28,Saint Joseph Regional (Montvale),44,Mt Carmel (Chicago),48,0,NJ,IL
2,2026-08-28,Bergen Catholic (Oradell),30,Central Catholic (Pittsburgh),45,1,NJ,PA
2,2026-08-28,East St Louis Senior (East St Louis),28,American Heritage School (Plantation),35,0,IL,FL
2,2026-08-28,Loyola Academy (Wilmette),33,Cathedral (Indianapolis),19,0,IL,IN
2,2026-08-28,Legacy Sport Sciences (Spring),19,Celina (Celina),21,0,TX,TX
2,2026-08-28,Lutheran North (St Louis),18,Cardinal Ritter (St Louis),30,0,MO,MO
2,2026-08-28,Panguitch,52,Monument Valley,14,0,UT,UT
2,2026-08-28,Horizon (Winter Garden),0,West Orange (Winter Garden),53,0,FL,FL
2,2026-08-28,Rabun Gap - Nacoochee (Rabun Gap),15,Brownsburg,31,0,GA,IN
2,2026-08-28,Tafuna (Tafuna),0,Liberty (Henderson),42,0,AS,NV
2,2026-08-28,Kubasaki (Okinawa),7,Kinnick (Yokosuka),54,0,JAPAN,JAPAN
2,2026-08-28,NFL Academy (Loughborough),28,Archbishop Hoban (Akron),13,0,UK,
2,2026-08-29,Eastmoor Academy (Columbus),12,Cincinnati College Prep (Cincinnati),38,0,,
2,2026-08-29,Fairport Harding (Fairport Harbor),0,St John School (Ashtabula),33,0,,
2,2026-08-29,Lorain (Lorain),42,Elyria (Elyria),22,0,,
2,2026-08-29,Millersport (Millersport),13,Gamble Montessori (Cincinnati),46,0,,
2,2026-08-29,Revere (Richfield),28,Garfield (Akron),12,0,,
2,2026-08-29,Rocky River (Rocky River),63,John Marshall (Cleveland),0,0,,
2,2026-08-29,St John's (Delphos),0,Lima Central Catholic (Lima),41,0,,
2,2026-08-29,Warrensville Heights (Warrensville Heights),57,John F Kennedy (Cleveland),0,0,,
2,2026-08-29,North Oakland Bucks (club) (Auburn Hills),25,Washtenaw Saints (club),34,0,MI,MI
2,2026-08-29,Farrell (Farrell),33,Clairton (Clairton),6,1,PA,PA
2,2026-08-29,Hickory (Hermitage),6,Westinghouse (Pittsburgh),20,1,PA,PA
2,2026-08-29,Kennedy Catholic (Hermitage),16,Coventry Christian (Pottstown),8,0,PA,PA
2,2026-08-29,Imani Christian Academy (Pittsburgh),20,Football North (via Clarkson SS) (Mississauga),44,1,PA,ON
2,2026-08-29,Noblesville Lions (club) (Noblesville),42,Foxfire (Zanesville),0,0,IN,
2,2026-08-29,Our Lady of Mount Carmel (Essex),42,Lutheran East (Cleveland Heights),14,0,MD,
2,2026-08-29,Mt Zion Prep (Lanham),8,St John's College (Washington),45,0,MD,DC
2,2026-08-29,Monsignor Farrell (Staten Island),28,Holy Spirit (Absecon),14,1,NY,NJ
2,2026-08-29,Salem (Salem),14,Ironton (Ironton),55,0,NJ,
2,2026-08-29,Bishop Gorman (Las Vegas),28,Christopher Columbus (Miami),33,0,NV,FL
